No.,REGISTRATION YEAR,REGISTRATION MONTH,MANUFACTURE YEAR,MAKER,CAR NAME,Grade,CHASSIS NO,PREFIX,SHIFT,COLOR,DOOR,WD,OPTIONS,REMARKS,FUEL TYPE,Engine Size,Engine Size Unit,KM,Odometer (Denom.),,PRICE
3765,2013,5,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3262328,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,166000,KM,,
3766,2013,5,2013,TOYOTA,PRIUS ALPHA,S,ZVW40-3063823,DAA-ZVW40W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,119000,KM,,
3767,2013,6,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3275322,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,128000,KM,,
3768,2013,6,2013,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3276318,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,135000,KM,,
3769,2013,7,2013,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3283297,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA, PUSH START",HYBRID(PETROL),1790,cc,107000,KM,,
3770,2013,7,2013,TOYOTA,PRIUS ALPHA,S,ZVW41-3274443,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,134000,KM,,
3771,2013,7,2013,TOYOTA,PRIUS ALPHA,S 2WD,ZVW41-3278780,DAA-ZVW41W,AT,GRAY,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,158000,KM,,
3772,2013,7,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3288318,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,215000,KM,,
3773,2013,8,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3294169,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,114000,KM,,
3774,2013,8,2013,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW41-3294304,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,128000,KM,,
3775,2013,8,2013,TOYOTA,PRIUS ALPHA,S,ZVW41-3295642,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA , PUSH START",HYBRID(PETROL),1790,cc,139000,KM,,
3776,2013,8,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3294022,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,186000,KM,,
3777,2013,8,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3296048,DAA-ZVW41W,AT,GRAY,5,2WD,"PS,PW,AC,AW,ABS,AB,RS",,HYBRID(PETROL),1790,cc,192000,KM,,
3778,2013,8,2013,TOYOTA,PRIUS ALPHA,G,ZVW41-3282820,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",PUSH START,HYBRID(PETROL),1790,cc,143000,KM,,
3779,2013,9,2013,TOYOTA,PRIUS ALPHA,G,ZVW40-3083060,DAA-ZVW40W,AT,GRAY,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,265000,KM,,
3780,2013,9,2013,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW41-3306367,DAA-ZVW41W,AT,GRAY,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,95000,KM,,
3781,2013,9,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3297769,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,174000,KM,,
3782,2013,9,2013,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3289750,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",PUSH START,HYBRID(PETROL),1790,cc,154000,KM,,
3783,2013,9,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3303465,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,134000,KM,,
3784,2013,9,2013,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3301280,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,130000,KM,,
3785,2013,9,2013,TOYOTA,PRIUS ALPHA,G,ZVW41-3306089,DAA-ZVW41W,AT,RED,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","PUSH START,CRUISE CONTROL,BACK CAMERA,LED HEAD LIGHT",HYBRID(PETROL),1790,cc,128000,KM,,
3786,2013,9,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3301993,DAA-ZVW41W,AT,GRAY,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,128000,KM,,
3787,2013,9,2013,TOYOTA,PRIUS ALPHA,,ZVW40-3083586,DAA-ZVW40W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,113000,KM,,
3788,2013,9,2013,TOYOTA,PRIUS ALPHA,,ZVW40-3080315,DAA-ZVW40W,AT,BLUE(L),5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA,LED HEAD LIGHT",HYBRID(PETROL),1790,cc,278000,KM,,
3789,2013,9,2013,TOYOTA,PRIUS ALPHA,S,ZVW41-3280840,DAA-ZVW41W,AT,BLUE(L),5,2WD,"PS,PW,AC,NV,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,249000,KM,,
3790,2013,9,2013,TOYOTA,PRIUS ALPHA,S,ZVW40-3081197,DAA-ZVW40W,AT,RED,5,2WD,"PS,PW,AC,NV,ABS,AB",,HYBRID(PETROL),1790,cc,199000,KM,,
3791,2013,10,2013,TOYOTA,PRIUS ALPHA,S,ZVW41-3303825,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS","PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,176000,KM,,
3792,2013,10,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3309730,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,176000,KM,,
3793,2013,10,2013,TOYOTA,PRIUS ALPHA,,ZVW40-3085860,DAA-ZVW40W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,131000,KM,,
3794,2013,10,2013,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW41-3310204,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,99000,KM,,
3795,2013,10,2013,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW40-3086320,DAA-ZVW40W,AT,PEARL,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB,RS",PUHS START,HYBRID(PETROL),1790,cc,161000,KM,,
3796,2013,10,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3298343,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,257000,KM,,
3797,2013,10,2013,TOYOTA,PRIUS ALPHA,G TUNE BLACK,ZVW41-3310060,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA, PUSH START",HYBRID(PETROL),1790,cc,126000,KM,,
3798,2013,10,2013,TOYOTA,PRIUS ALPHA,S,ZVW41-3310780,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1790,cc,227000,KM,,
3799,2013,10,2013,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW41-3303597,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,249000,KM,,
3800,2013,10,2013,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW41-3303521,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,ABS,AB,RS","BACK CAMERA, PUSH START",HYBRID(PETROL),1790,cc,243000,KM,,
3801,2013,11,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3320383,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,150000,KM,,
3802,2013,11,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3320719,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,153000,KM,,
3803,2013,11,2013,TOYOTA,PRIUS ALPHA,S LED,ZVW41-3321753,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","LED HEAD LIGHT,PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,130000,KM,,
3804,2013,11,2013,TOYOTA,PRIUS ALPHA,S,ZVW41-3322900,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,91000,KM,,
3805,2013,11,2013,TOYOTA,PRIUS ALPHA,S,ZVW41-3322294,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,151000,KM,,
3806,2013,11,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3322684,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",PUSH START,HYBRID(PETROL),1790,cc,113000,KM,,
3807,2013,11,2013,TOYOTA,PRIUS ALPHA,S Tune Black,ZVW41-3315031,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,283000,KM,,
3808,2013,11,2013,TOYOTA,PRIUS ALPHA,,ZVW40-0001216,DAA-ZVW40W,AT,GRAY(D),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,190000,KM,,
3809,2013,11,2013,TOYOTA,PRIUS ALPHA,,ZVW40-3087879,DAA-ZVW40W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,110000,KM,,
3810,2013,11,2013,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW40-3088481,DAA-ZVW40W,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,69000,KM,,
3811,2013,12,2013,TOYOTA,PRIUS ALPHA,S,ZVW41-3330322,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1790,cc,110000,KM,,
3812,2013,12,2013,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW40-0001986,DAA-ZVW40W,AT,BLACK,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,154000,KM,,
3813,2013,12,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3329305,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,AW,ABS,AB,RS","PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,91000,KM,,
3814,2013,12,2013,TOYOTA,PRIUS ALPHA,S,ZVW41-3290190,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,179000,KM,,
3815,2013,12,2013,TOYOTA,PRIUS ALPHA,S,ZVW40-3089707,DAA-ZVW40W,AT,BLUE(L),5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA, PUSH START, STEERING SWITCH",HYBRID(PETROL),1790,cc,246000,KM,,
3816,2013,12,2013,TOYOTA,PRIUS ALPHA,S,ZVW41-3327853,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,186000,KM,,
3817,2013,12,2013,TOYOTA,PRIUS ALPHA,S Touring Selection 2WD,ZVW41-3332321,DAA-ZVW41W,AT,GRAY,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,177000,KM,,
3818,2013,12,2013,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW41-3323638,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,116000,KM,,
3819,2013,12,2013,TOYOTA,PRIUS ALPHA,G,ZVW41-3331283,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,150000,KM,,
3820,2014,1,2013,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3334174,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,163000,KM,,
3821,2014,1,2014,TOYOTA,PRIUS ALPHA,,ZVW41-0001262,DAA-ZVW41W,AT,GRAY,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,288000,KM,,
3822,2014,1,2014,TOYOTA,PRIUS ALPHA,S Tune Black,ZVW41-3336652,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,242000,KM,,
3823,2014,1,2013,TOYOTA,PRIUS ALPHA,G TUNE BLACK,ZVW41-3334576,DAA-ZVW41W,AT,RED,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,109000,KM,,
3824,2014,1,2013,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW40-3091004,DAA-ZVW40W,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",PUSH START,HYBRID(PETROL),1790,cc,185000,KM,,
3825,2014,1,2013,TOYOTA,PRIUS ALPHA,,ZVW40-3089599,DAA-ZVW40W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,229000,KM,,
3826,2014,1,2014,TOYOTA,PRIUS ALPHA,,ZVW41-3338979,DAA-ZVW41W,AT,GRAY(D),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",PUSH START,HYBRID(PETROL),1790,cc,156000,KM,,
3827,2014,2,2014,TOYOTA,PRIUS ALPHA,,ZVW41-3342349,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,125000,KM,,
3828,2014,2,2014,TOYOTA,PRIUS ALPHA,,ZVW41-0003030,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,167000,KM,,
3829,2014,2,2014,TOYOTA,PRIUS ALPHA,S,ZVW40-0004382,DAA-ZVW40W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,94000,KM,,
3830,2014,2,2014,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW41-3343152,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,130000,KM,,
3831,2014,3,2014,TOYOTA,PRIUS ALPHA,,ZVW40-3095065,DAA-ZVW40W,AT,WHITE,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS","LED HEAD LAMP, BACK CAMERA",HYBRID(PETROL),1790,cc,182000,KM,,
3832,2014,3,2014,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW41-3348599,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,120000,KM,,
3833,2014,3,2014,TOYOTA,PRIUS ALPHA,,ZVW41-3345883,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,192000,KM,,
3834,2014,3,2014,TOYOTA,PRIUS ALPHA,,ZVW41-3346763,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,181000,KM,,
3835,2014,3,2014,TOYOTA,PRIUS ALPHA,,ZVW41-3344158,DAA-ZVW41W,AT,WINE,5,2WD,"PS,PW,AC,NV,ABS,AB",,HYBRID(PETROL),1790,cc,307000,KM,,
3836,2014,4,2014,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW41-0007357,DAA-ZVW41W,AT,RED,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,96000,KM,,
3837,2014,4,2014,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW41-3352208,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,100000,KM,,
3838,2014,5,2014,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW41-0007720,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,115000,KM,,
3839,2014,6,2014,TOYOTA,PRIUS ALPHA,,ZVW41-3358831,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA,PUSH START",HYBRID(PETROL),1790,cc,149000,KM,,
3840,2014,6,2014,TOYOTA,PRIUS ALPHA,G TUNE BLACK,ZVW41-0011182,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,169000,KM,,
3841,2014,7,2013,TOYOTA,PRIUS ALPHA,S,ZVW40-3075253,DAA-ZVW40W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","CRUISE CONTROL,LED HEAD LAMP",HYBRID(PETROL),1790,cc,146000,KM,,
3842,2014,7,2014,TOYOTA,PRIUS ALPHA,S,ZVW41-0012186,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,161000,KM,,
3843,2014,8,2014,TOYOTA,PRIUS ALPHA,,ZVW41-0017546,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS","PUSH START,CRUISE CONTROL",HYBRID(PETROL),1790,cc,178000,KM,,
3844,2014,8,2014,TOYOTA,PRIUS ALPHA,G Tune Black,ZVW41-0014855,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1790,cc,167000,KM,,
3845,2014,8,2014,TOYOTA,PRIUS ALPHA,S Tune Black,ZVW41-3358605,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,317000,KM,,
3846,2014,10,2014,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW41-3366897,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,278000,KM,,
3847,2014,11,2014,TOYOTA,PRIUS ALPHA,S TUNE BLACK,ZVW41-3367714,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,107000,KM,,
3848,2015,1,2015,TOYOTA,PRIUS ALPHA,S,ZVW41-3376873,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1790,cc,453000,KM,,
3849,2015,1,2014,TOYOTA,PRIUS ALPHA,S,ZVW41-0025019,DAA-ZVW41W,AT,ORANGE,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","BACK CAMERA, PUSH START",HYBRID(PETROL),1790,cc,90000,KM,,
3850,2015,2,2015,TOYOTA,PRIUS ALPHA,S,ZVW41-0026104,DAA-ZVW41W,AT,RED,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA,LED HEAD LIGHT",HYBRID(PETROL),1790,cc,99000,KM,,
3851,2015,2,2015,TOYOTA,PRIUS ALPHA,S,ZVW41-3377608,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,75000,KM,,
3852,2015,3,2015,TOYOTA,PRIUS ALPHA,G,ZVW41-0025857,DAA-ZVW41W,AT,WHITE,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA , HALF LEATHER SEAT, STEERING SWITCH , RADAR CRUISE CONTROL ,LED HEADLIGHT",HYBRID(PETROL),1790,cc,81000,KM,,
3853,2015,4,2015,TOYOTA,PRIUS ALPHA,S,ZVW41-0027391,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,244000,KM,,
3854,2015,6,2015,TOYOTA,PRIUS ALPHA,S,ZVW41-3385498,DAA-ZVW41W,AT,GRAY,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,81000,KM,,
3855,2015,6,2015,TOYOTA,PRIUS ALPHA,,ZVW41-3391985,DAA-ZVW41W,AT,BROWN,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,65000,KM,,
3856,2015,7,2015,TOYOTA,PRIUS ALPHA,,ZVW41-3393961,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,106000,KM,,
3857,2015,7,2015,TOYOTA,PRIUS ALPHA,S,ZVW40-3113986,DAA-ZVW40W,AT,WHITE,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,104000,KM,,
3858,2015,9,2015,TOYOTA,PRIUS ALPHA,S,ZVW41-3385114,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB,RS","PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,116000,KM,,
3859,2015,9,2015,TOYOTA,PRIUS ALPHA,S,ZVW40-0016620,DAA-ZVW40W,AT,ORANGE,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,114000,KM,,
3860,2015,9,2015,TOYOTA,PRIUS ALPHA,S,ZVW41-3397450,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,125000,KM,,
3861,2015,9,2015,TOYOTA,PRIUS ALPHA,S,ZVW40-3116026,DAA-ZVW40W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,228000,KM,,
3862,2015,9,2015,TOYOTA,PRIUS ALPHA,S,ZVW41-3399551,DAA-ZVW41W,AT,WHITE,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,170000,KM,,
3863,2015,9,2015,TOYOTA,PRIUS ALPHA,G Touring Selection,ZVW41-3398159,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,161000,KM,,
3864,2015,10,2015,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW40-0016681,DAA-ZVW40W,AT,BLACK,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB,RS","BACK CAMERA,LED HEAD LIGHT,PUSH START,HALF LEATHER SEAT",HYBRID(PETROL),1790,cc,174000,KM,,
3865,2015,10,2015,TOYOTA,PRIUS ALPHA,S,ZVW41-3386713,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,173000,KM,,
3866,2015,11,2015,TOYOTA,PRIUS ALPHA,,ZVW40-3117704,DAA-ZVW40W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","CRUISE CONTROL,BACK CAMERA,HALF LEATHER SEAT,PUSH START",HYBRID(PETROL),1790,cc,147000,KM,,
3867,2015,12,2015,TOYOTA,PRIUS ALPHA,S,ZVW41-0034329,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,109000,KM,,
3868,2016,1,2015,TOYOTA,PRIUS ALPHA,G,ZVW41-3399651,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1790,cc,229000,KM,,
3869,2016,1,2015,TOYOTA,PRIUS ALPHA,,ZVW41-0034961,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,127000,KM,,
3870,2016,2,2015,TOYOTA,PRIUS ALPHA,S,ZVW41-3394736,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","ROOF BOX, BACK CAMERA",HYBRID(PETROL),1790,cc,85000,KM,,
3871,2016,3,2016,TOYOTA,PRIUS ALPHA,,ZVW41-0039452,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1790,cc,238000,KM,,
3872,2016,3,2015,TOYOTA,PRIUS ALPHA,S,ZVW41-3397929,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1790,cc,173000,KM,,
